Name,Researcher,Verified By,Twitter,Facebook,YouTube,SPLC,Notes
KKKRadio,,,,,,,
NSM88 Records,,,,,,,
Southern Nationalist Network,,,,,,,
European American Front,,,,,,,
All Eyes On Egipt Bookstore Brooklyn NY,,,,,,,
Divine International Church of the Web,,,,,,,
Americans Have Had Enough,,,,,,,
Christian Revival Center,,,,,,,
National Association for the Advancement of America,,,,,,,
Southern Patriot Shoppe,,,,,,,
Traditional Confederate Knights,,,,,,,
"Eastern White Knights of the KKK, The",,,,,,,
Western White Knights of the Ku Klux Klan,,,,,,,
United Dixie White Knights,,,,,,,
Bosch Fawstin,,,,,,,
Militant Knights Ku Klux Klan,,,,,,,
Karolina Knights of the Ku Klux Klan,,,,,,,
Texas Rebel Knights of the Ku Klux Klan,,,,,,,
Texas Knights of the Ku Klux Klan,,,,,,,
Oklahoma Knights of the Ku Klux Klan,,,,,,,
Black Hebrew Israelites,,,,,,,
Israelite School of Universal and Practical Knowledge,,,,,,,
Right Wing Resistance,,,,,,,
Renegade Broadcasting,,,,,,,
Israel United In Christ,,,,,,,
Vinlanders California,,,,,,,
Vinlanders North Carolina,,,,,,,
What Would Mohammad Do?,,,,,,,
Stop the Islamization of the World,,,,,,,
"Straight Way and More, The",,,,,,,
New Nation Productions,,,,,,,
Conservative Republicans of Texas,,,,,,,
Faith2Action,,,,,,,
Friendship Assembly of God Church,,,,,,,
Citizens for Community Values,,,,,,,
"Campus Ministry USA, The",,,,,,,
Repent Amarillo,,,,,,,
Active Democracy,,,,,,,
Florida United,,,,,,,
Traditionalist Worker Party,,,,,,,
Christian Identity Vanguard,,,,,,,
American Eagle Party,,,,,,,
South Knox Ten Milers,,,,,,,
Wolves of Vinland,,,,,,,
"White Church, The",,,,,,,
Eastern White Knights of the Ku Klux Klan,,,,,,,
Warlord Skins,,,,,,,
Camp LoneStar,,,,,,,
Rense Radio Network,,,,,,,
Aryan Nations Worldwide,,,,,,,
"Shoebat Foundation, The",,,,,,,
Bureau on American Islamic Relations,,,,,,,
ACT for America,,,,,,,
David Horowitz Freedom Center,,,,,,,
"Hated, The",,,,,,,
Blood and Honour Social Club,,,,,,,
American Freedom Law Center,,,,,,,
Colorado Alliance for Immigration Reform,,,,,,,
